Aldtsjerk,Tytsjerksteradiel,Frysland
Alem,Maasdriel,GLD
Alinghuizen,Winsum,Groningen
Alkmaar,Alkmaar,NH
Allardsoog,Opsterland,Frysland
Allenga,Wñnseradiel,Frysland
Allingawier,Wñnseradiel,Frysland
Almelo,Almelo,Overijssel
Almen,Lochem,GLD
Almenum,Harlingen,Frysland
Almere,Almere,Flevoland
Almere-Buiten,Almere,Flevoland
Almere-Haven,Almere,Flevoland
Almere-Hout,Almere,Flevoland
Almere-Stad,Almere,Flevoland
Almkerk,Woudrichem,NB
Alphen,Alphen-Chaam,NB
Alphen,West Maas en Waal,GLD
Alphen aan den Rijn,Alphen aan den Rijn,ZH
Alphen-Oosterwijk,Alphen-Chaam,NB
Altena,Noordenveld,Drenthe
Alteveer,De Wolden,Drenthe
Alteveer,Noordenveld,Drenthe
Alteveer,Stadskanaal,Groningen
Alteveer,Pekela,Groningen
Altforst,West Maas en Waal,GLD
Altweert,Weert,Limburg
Altweerterheide,Weert,Limburg
Alverna,Wijchen,GLD
Ambt Delden,Hof van Twente,Overijssel
Amby,Maastricht,Limburg
Ameide,Zederik,ZH
Ameland,Ameland,Frysland
Amen,Aa en Hunze,Drenthe
America,Horst aan de Maas,Limburg
Amerika,Noordenveld,Drenthe
Amerongen,Utrechtse Heuvelrug,Utrecht
Amersfoort,Amersfoort,Utrecht
Ammerstol,Bergambacht,ZH
Ammerzoden,Maasdriel,GLD
Ampsen,Lochem,GLD
Amstelhoek,De Ronde Venen,Utrecht
Amstelveen,Amstelveen,NH
Amstenrade,Schinnen,Limburg
Amsterdam,Amsterdam,NH
Amsterdam-Noord,Amsterdam,NH
Amsterdam-Zuidoost,Amsterdam,NH
Amsterdamsche Veld,Emmen,Drenthe
Amsterdamscheveld,Emmen,Drenthe
Amsweer,Delfzijl,Groningen
Andel,Woudrichem,NB
Andelst,Overbetuwe,GLD
Anderen,Aa en Hunze,Drenthe
Andijk,Andijk,NH
Ane,Hardenberg,Overijssel
Anerveen,Hardenberg,Overijssel
Anevelde,Hardenberg,Overijssel
Angelso,Emmen,Drenthe
Angeren,Lingewaard,GLD
Angerlo,Zevenaar,GLD
Anholt,De Wolden,Drenthe
Anjum,Dongeradeel,Frysland
Ankeveen,Wijdemeren,NH
Ankum,Dalfsen,Overijssel
Anloo,Aa en Hunze,Drenthe
Anna Jacobapolder,Tholen,Zeeland
Anna Paulowna,Anna Paulowna,NH
Annaburen,Heerenveen,Frysland
Annen,Aa en Hunze,Drenthe
Annendaal,Echt-Susteren,Limburg
Annerveen,Aa en Hunze,Drenthe
Annerveensche Kanaal,Aa en Hunze,Drenthe
Annerveenschekanaal,Aa en Hunze,Drenthe
Anreep,Assen,Drenthe
Ansen,De Wolden,Drenthe
Apeldoorn,Apeldoorn,GLD
Apenhuizen,Deventer,Overijssel
Aperlo,Elburg,GLD
Appel,Nijkerk,GLD
Appelscha,Ooststellingwerf,Frysland
Appeltern,West Maas en Waal,GLD
Appen,Voorst,GLD
Appingedam,Appingedam,Groningen
Arcen,Arcen en Velden,Limburg
Archem,Ommen,Overijssel
Arensgenhout,Nuth,Limburg
Arkel,Giessenlanden,ZH
Arkens,Franekeradeel,Frysland
Arkum,Wñnseradiel,Frysland
Armhoede,Lochem,GLD
Armweide,De Wolden,Drenthe
Arnemuiden,Middelburg,Zeeland
Arnhem,Arnhem,GLD
Arrien,Ommen,Overijssel
Arrierveld,Ommen,Overijssel
Arum,Wenseradiel,Frysland
Arwerd,Delfzijl,Groningen
Arwerd,Winsum,Groningen
Asch,Buren,GLD
Asenray,Roermond,Limburg
Asperen,Lingewaal,GLD
Assel,Apeldoorn,GLD
Asselt,Roermond,Limburg
Assen,Assen,Drenthe
Assendelft,Zaanstad,NH
Assum,Uitgeest,NH
Asten,Asten,NB
Atzeburen,Wñnseradiel,Frysland
Augsbuurt,Kollumerland en Nieuwkruisland,Frysland
Augustinus,Bergen,Limburg
Augustinusga,Achtkarspelen,Frysland
Austerlitz,Zeist,Utrecht
Avenhorn,Koggenland,NH
Averlo,Deventer,Overijssel
Avest,Berkelland,GLD
Axel,Terneuzen,Zeeland
Axwijk,Zeevang,NH
Azelo,Hof van Twente,Overijssel
Azenray,Roermond,Limburg
Azewijn,Montferland,GLD
Baaiduinen,Terschelling,Frysland
Baaium,Littenseradiel,Frysland
Baak,Bronckhorst,GLD
Baakhoven,Echt-Susteren,Limburg
Baalder,Hardenberg,Overijssel
Baambrugge,Abcoude,Utrecht
Baamsum,Delfzijl,Groningen
Baard,Littenseradiel,Frysland
Baarderburen,Wñnseradiel,Frysland
Baardwijk,Waalwijk,NB
Baarland,Borsele,Zeeland
Baarle Nassau,Baarle-Nassau,NB
Baarlo,Steenwijkerland,Overijssel
Baarlo,Maasbree,Limburg
Baarlo,Zwartewaterland,Overijssel
Baarn,Baarn,Utrecht
Baars,Steenwijkerland,Overijssel
Baarschot,Hilvarenbeek,NB
Baarschot,Oosterhout,NB
Baarsdorp,Borsele,Zeeland
Baarsdorpermeer,Koggenland,NH
Babberich,Zevenaar,GLD
Baburen,Wñnseradiel,Frysland
Babylonienbroek,Aalburg,NB
Badhoevedorp,Haarlemmermeer,NH
Baexem,Leudal,Limburg
Baflo,Winsum,Groningen
Bahr,Zevenaar,GLD
Baijum,Littenseradiel,Frysland
Bakel,Gemert-Bakel,NB
Bakel en Milheeze,Gemert-Bakel,NB
Bakelsebrug,Gemert-Bakel,NB
Bakendorp,Borsele,Zeeland
Bakhuizen,GaasterlÉn-Sleat,Frysland
Bakkeveen,Opsterland,Frysland
Bakkum,Castricum,NH
Bakkum-Noord,Castricum,NH
Bakovensmee,Vlagtwedde,Groningen
Balgoij,Wijchen,GLD
Balinge,Midden-Drenthe,Drenthe
Balk,GaasterlÉn-Sleat,Frysland
Balkbrug,Hardenberg,Overijssel
Ballast,Coevorden,Drenthe
Balleman,Alphen-Chaam,NB
Balloârveld,Aa en Hunze,Drenthe
Balloo,Aa en Hunze,Drenthe
Ballum,Ameland,Frysland
Balmahuizen,Zuidhorn,Groningen
Baltinge,De Wolden,Drenthe
Baneheide,Simpelveld,Limburg
Bangert,Hoorn,NH
Banholt,Margraten,Limburg
Bankert,Gemert-Bakel,NB
Bant,Noordoostpolder,Flevoland
Bantega,Lemsterland,Frysland
Barchem,Lochem,GLD
Barendrecht,Barendrecht,ZH
Bareveld,Aa en Hunze,Drenthe
Bareveld,Veendam,Groningen
Bargen,Texel,NH
Barger Erfsch Veen,Emmen,Drenthe
Barger Oosterveen,Emmen,Drenthe
Barger-CompascuÅm,Emmen,Drenthe
Barger-Erfafscheidenveen,Emmen,Drenthe
Barger-Oosterveen,Emmen,Drenthe
Barger-Oosterveld,Emmen,Drenthe
Bargermeer,Emmen,Drenthe
Barlage,Stadskanaal,Groningen
Barlo,Aalten,GLD
Barneveld,Barneveld,GLD
Barnflair,Vlagtwedde,Groningen
Barnwerd,Zuidhorn,Groningen
Barrier,Voerendaal,Limburg
Barsbeek,Steenwijkerland,Overijssel
Barsingerhorn,Niedorp,NH
Bartlehiem,Ferwerderadiel,Frysland
Bartlehiem,Leeuwarderadeel,Frysland
Bartlehiem,Tytsjerksteradiel,Frysland
Barwoutswaarder,Woerden,Utrecht
Basse,Steenwijkerland,Overijssel
Batenburg,Wijchen,GLD
Bath,Reimerswaal,Zeeland
Bathmen,Deventer,Overijssel
Battenoord,Middelharnis,ZH
Bavel,Breda,NB
Bavinkel,Almelo,Overijssel
Bazuin,De Wolden,Drenthe
Bears,Littenseradiel,Frysland
Beckum,Hengelo,Overijssel
Bedaf,Uden,NB
Bedum,Bedum,Groningen
Beegden,Maasgouw,Limburg
Beek,Beek,Limburg
Beek,Montferland,GLD
Beek,Laarbeek,NB
Beek,Ubbergen,GLD
Beek en Donk,Laarbeek,NB
Beek-Ubbergen,Ubbergen,GLD
Beekbergen,Apeldoorn,GLD
Beemdkant,Laarbeek,NB
Beemte,Apeldoorn,GLD
Beemte Broekland,Apeldoorn,GLD
Beerenbos,Kerkrade,Limburg
Beerendonck,Venlo,Limburg
Beers,Cuijk,NB
Beers,Littenseradiel,Frysland
Beersdal,Heerlen,Limburg
Beersterhoogen,Reiderland,Groningen
Beerta,Reiderland,Groningen
Beerten,Hilvarenbeek,NB
Beertsenhoven,Gulpen-Wittem,Limburg
Beerze,Ommen,Overijssel
Beerzerhaar,Ommen,Overijssel
Beerzerveld,Ommen,Overijssel
Beesd,Geldermalsen,GLD
Beesel,Beesel,Limburg
Beetgum,Menaldumadeel,Frysland
Beetgumermolen,Menaldumadeel,Frysland
Beets,Opsterland,Frysland
Beets,Zeevang,NH
Beetsterzwaag,Opsterland,Frysland
Beilen,Midden-Drenthe,Drenthe
Beimerwaard,Rheden,GLD
Beinsdorp,Haarlemmermeer,NH
Beitel,Heerlen,Limburg
Bekveld,Bronckhorst,GLD
Belfeld,Venlo,Limburg
Bellingeweer,Winsum,Groningen
Bellingwolde,Bellingwedde,Groningen
Belt,Wieringen,NH
Belt-Schutsloot,Steenwijkerland,Overijssel
Beltrum,Berkelland,GLD
Belvert,Haaren,NB
Bemelen,Margraten,Limburg
Bemmel,Lingewaard,GLD
Bendersche,De Wolden,Drenthe
Beneden-Leeuwen,West Maas en Waal,GLD
Benedenberg,Bergambacht,ZH
Benedenknijpe,Heerenveen,Frysland
Bennebroek,Bloemendaal,NH
Bennekom,Ede,GLD
Benneveld,Coevorden,Drenthe
Benningbroek,Medemblik,NH
Benschop,Lopik,Utrecht
Bentelo,Hof van Twente,Overijssel
Benthem,Gemert-Bakel,NB
Benthuizen,Rijnwoude,ZH
Bentveld,Zandvoort,NH
Berg,Cranendonck,NB
Berg,Stein,Limburg
Berg aan de Maas,Stein,Limburg
Berg en Dal,Groesbeek,GLD
Berg en Dal,Ubbergen,GLD
Berg en Terblijt,Valkenburg aan de Geul,Limburg
Bergambacht,Bergambacht,ZH
Bergeijk,Bergeijk,NB
Bergen,Bergen,Limburg
Bergen,Bergen,NH
Bergen aan Zee,Bergen,NH
Bergen op Zoom,Bergen op Zoom,NB
Bergenhuizen,Margraten,Limburg
Bergentheim,Hardenberg,Overijssel
Bergeyk,Bergeijk,NB
Bergharen,Wijchen,GLD
Berghem,Gulpen-Wittem,Limburg
Berghem,Oss,NB
Berghof,Gulpen-Wittem,Limburg
Berghuizen,De Wolden,Drenthe
Berghuizen,Heerde,GLD
Bergschenhoek,Lansingerland,ZH
Bergstoep,Bergambacht,ZH
Bergum,Tytsjerksteradiel,Frysland
Bergum Noord,Tytsjerksteradiel,Frysland
Bergumerdam,Tytsjerksteradiel,Frysland
Beringe,Helden,Limburg
Berkeindje,Someren,NB
Berkel en Rodenrijs,Lansingerland,ZH
Berkel-Enschot,Tilburg,NB
Berkelaar,Echt-Susteren,Limburg
Berkenheuvel,Westerveld,Drenthe
Berkenrode,Emmen,Drenthe
Berkenwoude,Bergambacht,ZH
Berkhout,Koggenland,NH
Berkmeer,Koggenland,NH
Berkmeer,Opmeer,NH
Berkum,Zwolle,Overijssel
Berkum Brinkhoek,Zwolle,Overijssel
Berkum Poepershoek,Zwolle,Overijssel
Berkum Veldhoek,Zwolle,Overijssel
Berlicum,Sint-Michielsgestel,NB
Berlikum,Menaldumadeel,Frysland
Bern,Zaltbommel,GLD
Besoyen,Waalwijk,NB
Best,Best,NB
Besthmen,Ommen,Overijssel
Beswerd,Winsum,Groningen
Beugen,Boxmeer,NB
Beukers,Steenwijkerland,Overijssel
Beumershoek,Raalte,Overijssel
Beuningen,Beuningen,GLD
Beuningen,Losser,Overijssel
Beuseberg,Rijssen-Holten,Overijssel
Beusichem,Buren,GLD
Beutenaken,Gulpen-Wittem,Limburg
Beuzenrade,Heerlen,Limburg
Bevermeer,Zevenaar,GLD
Beverwijk,Beverwijk,NH
Beze,Dalfsen,Overijssel
Biddinghuizen,Dronten,Flevoland
Biert,Bernisse,ZH
Bierum,Delfzijl,Groningen
Biervliet,Sluis,Zeeland
Biervliet,Terneuzen,Zeeland
Biesbosch,Werkendam,NB
Biesheuvel,Aalburg,NB
Biesland,Maastricht,Limburg
Biessum,Delfzijl,Groningen
Biest,Hilvarenbeek,NB
Biezelinge,Kapelle,Zeeland
Biezelingseham,Kapelle,Zeeland
Biezenmortel,Haaren,NB
Biggekerke,Veere,Zeeland
Bijland,Rijnwaarden,GLD
Bijlmermeer,Amsterdam,NH
Bijsteren,Putten,GLD
Bijsterveld,Eersel,NB
Bilderdam,Kaag en Braassem,ZH
Billinghuizen,Gulpen-Wittem,Limburg
Bilt,Maasgouw,Limburg
Bilthoven,De Bilt,Utrecht
Bingelrade,Onderbanken,Limburg
Bingerden,Zevenaar,GLD
Binnen-Moerdijk,Drimmelen,NB
Binnen-Moerdijk,Moerdijk,NB
Binnenheurne,Oude IJsselstreek,GLD
Binnenwijzend,Drechterland,NH
Birdaard,Ferwerderadiel,Frysland
Bissen,Gulpen-Wittem,Limburg
Blaakschendijk,Binnenmaas,ZH
Blaaksedijk,Binnenmaas,ZH
Bladel,Bladel,NB
Blankenberg,Heumen,GLD
Blankenham,Steenwijkerland,Overijssel
Blaricum,Blaricum,NH
Blauwe Hand,Steenwijkerland,Overijssel
Blauwe Keet,Den Helder,NH
Blauwe Sluis,Drimmelen,NB
Blauwe Sluis,Moerdijk,NB
Blauwe Sluis,Steenbergen,NB
Blauwe Sluis,West Maas en Waal,GLD
Blauwhuis,Wymbritseradiel,Frysland
Blauwkapel,De Bilt,Utrecht
Blauwkapel,Utrecht,Utrecht
Blauwverlaat,Achtkarspelen,Frysland
Bleijerheide,Kerkrade,Limburg
Bleiswijk,Lansingerland,ZH
Blekslage,Stadskanaal,Groningen
Blerick,Venlo,Limburg
Blesdijke,Weststellingwerf,Frysland
Bleskensgraaf,Graafstroom,ZH
Bleskensgraaf en Hofwegen,Graafstroom,ZH
Blessum,Menaldumadeel,Frysland
Blija,Ferwerderadiel,Frysland
Blijdenstein,De Wolden,Drenthe
Blijdorp,Rotterdam,ZH
Blijham,Bellingwedde,Groningen
Blitterswijck,Meerlo-Wanssum,Limburg
Bloemberg,De Wolden,Drenthe
Bloemendaal,Bloemendaal,NH
Bloemendaal,Waddinxveen,ZH
Bloemendaal aan Zee,Bloemendaal,NH
Blokdijk,Hoorn,NH
Blokdijk,Drechterland,NH
Blokhuizen,Niedorp,NH
Blokker,Hoorn,NH
Blokzijl,Steenwijkerland,Overijssel
Boazum,Littenseradiel,Frysland
Bobeldijk,Koggenland,NH
Bocholtz,Simpelveld,Limburg
Bodegraven,Bodegraven,ZH
Boeiink,Roosendaal,NB
Boekel,Castricum,NH
Boekel,Boekel,NB
Boekelo,Enschede,Overijssel
Boekend,Venlo,Limburg
Boeket,Nederweert,Limburg
Boekoel,Roermond,Limburg
Boelenslaan,Achtkarspelen,Frysland
Boer,Franekeradeel,Frysland
Boerakker,Leek,Groningen
Boerakker,Marum,Groningen
Boerdonk,Veghel,NB
Boerelaan,Noordenveld,Drenthe
Boerhaar,Olst-Wijhe,Overijssel
Boesingheliede,Haarlemmermeer,NH
Boijl,Weststellingwerf,Frysland
Bokhoven,'s-Hertogenbosch,NB
Bokkum,Boarnsterhim,Frysland
Boksum,Menaldumadeel,Frysland
Bolberg,Breda,NB
Bollingawier,Dongeradeel,Frysland
Bolnes,Ridderkerk,ZH
Bolshuizen,Winsum,Groningen
Bolsward,Bolsward,Frysland
Bommerig,Gulpen-Wittem,Limburg
Bonnen,Aa en Hunze,Drenthe
Bonnerveen,Aa en Hunze,Drenthe
Bonrepas,Vlist,ZH
Bontebok,Heerenveen,Frysland
Bontebrug,Oude IJsselstreek,GLD
Bontemorgen,Buren,GLD
Boomen,Someren,NB
Boomhoek,Wijdemeren,NH
Booneschans,Reiderland,Groningen
Boornbergum,Smallingerland,Frysland
Boornzwaag,SkarsterlÉn,Frysland
Borculo,Berkelland,GLD
Borgele,Deventer,Overijssel
Borger,Borger-Odoorn,Drenthe
Borgercompagnie,Hoogezand-Sappemeer,Groningen
Borgercompagnie,Menterwolde,Groningen
Borgercompagnie,Veendam,Groningen
Borgertange,Vlagtwedde,Groningen
Borgerveld,Vlagtwedde,Groningen
Borgharen,Maastricht,Limburg
Borgsweer,Delfzijl,Groningen
Borgvliet,Bergen op Zoom,NB
Borgweg,Hoogezand-Sappemeer,Groningen
Borkel,Valkenswaard,NB
Borkel en Schaft,Valkenswaard,NB
Borkeld,Rijssen-Holten,Overijssel
Born,Sittard-Geleen,Limburg
Borne,Borne,Overijssel
Bornerbroek,Almelo,Overijssel
Bornwird,Dongeradeel,Frysland
Borssele,Borsele,Zeeland
Borteldonk,Roosendaal,NB
Bos en Lommer,Amsterdam,NH
Bosch,Cranendonck,NB
Bosch en Duin,Zeist,Utrecht
Boscheind,Bergeijk,NB
Boschheurne,Lochem,GLD
Boschhoek,Berkelland,GLD
Boschhoven,Heeze-Leende,NB
Boschkapelle,Hulst,Zeeland
Boschoord,Westerveld,Drenthe
Boshoek,Epe,GLD
Boshoven,Alphen-Chaam,NB
Boshoven,Weert,Limburg
Bosje,Aa en Hunze,Drenthe
Boskamp,Olst-Wijhe,Overijssel
Boskant,Sint-Oedenrode,NB
Boskoop,Boskoop,ZH
Boslust,Alphen-Chaam,NB
Bosschenhoofd,Halderberge,NB
Bosscherveld,Maastricht,Limburg
Bosselaar,Moerdijk,NB
Boterveen,Westerveld,Drenthe
Botlek,Rotterdam,ZH
Botshoofd,Tholen,Zeeland
Bouchauterhaven,Terneuzen,Zeeland
Boukoul,Roermond,Limburg
Bourtange,Vlagtwedde,Groningen
Bouwberg,Brunssum,Limburg
Boven Hardinxveld,Hardinxveld-Giessendam,ZH
Boven Pekela,Pekela,Groningen
Boven-Hardinxveld,Hardinxveld-Giessendam,ZH
Boven-Leeuwen,West Maas en Waal,GLD
Bovenkarspel,Stede Broec,NH
Bovenkerk,Amstelveen,NH
Bovenrijge,Ten Boer,Groningen
Bovensmilde,Midden-Drenthe,Drenthe
Bovenste Locht,Kerkrade,Limburg
Bovensteenwijksmoer,Coevorden,Drenthe
Bovenstreek,Scheemda,Groningen
Bovenveen,Oldebroek,GLD
Boxbelterhoek,Raalte,Overijssel
Boxmeer,Boxmeer,NB
Boxtel,Boxtel,NB
Bozum,Littenseradiel,Frysland
Braak,Eersel,NB
Braamberg,De Wolden,Drenthe
Braamberg,Hardenberg,Overijssel
Braamberg,Stadskanaal,Groningen
Braamberg,Vlagtwedde,Groningen
Braambosch,Bergeijk,NB
Braamt,Montferland,GLD
Brakel,Zaltbommel,GLD
Brakkenpolder,Lemsterland,Frysland
Brakkenstein,Nijmegen,GLD
Brammelo,Haaksbergen,Overijssel
Brandeburen,Nijefurd,Frysland
Brandt,Maasgouw,Limburg
Brandwijk,Graafstroom,ZH
Brantgum,Dongeradeel,Frysland
Breda,Breda,NB
Bredevoort,Aalten,GLD
Breede,Eemsmond,Groningen
Breedenbroek,Oude IJsselstreek,GLD
Breedeweg,Groesbeek,GLD
Breedschot,Zundert,NB
Breehees,Goirle,NB
Breezand,Anna Paulowna,NH
Breezanddijk,Wñnseradiel,Frysland
Bregtdorp,Bergen,NH
Breklenkamp,Dinkelland,Overijssel
Brem,Tilburg,NB
Brembosch,Roosendaal,NB
Breskens,Sluis,Zeeland
Breugel,Son en Breugel,NB
Breukelen,Boxtel,NB
Breukelen,Breukelen,Utrecht
Breukeleveen,Wijdemeren,NH
Breust,Eijsden,Limburg
Brielle,Brielle,ZH
Brigdamme,Middelburg,Zeeland
Brijdorpe,Schouwen-Duiveland,Zeeland
Briltil,Zuidhorn,Groningen
Brink en Orden,Apeldoorn,GLD
Brinkheurne,Winterswijk,GLD
Brinkhoek,Zwolle,Overijssel
Brinkmanshoek,Berkelland,GLD
Britsum,Leeuwarderadeel,Frysland
Britswerd,Littenseradiel,Frysland
Britswert,Littenseradiel,Frysland
Broek,De Marne,Groningen
Broek,Gulpen-Wittem,Limburg
Broek,Kessel,Limburg
Broek,Laarbeek,NB
Broek,SkarsterlÉn,Frysland
Broek in Waterland,Waterland,NH
Broek op Langedijk,Langedijk,NH
Broeke,Berkelland,GLD
Broekeind,Horst aan de Maas,Limburg
Broekerhaven,Stede Broec,NH
Broekhem,Valkenburg aan de Geul,Limburg
Broekhorn,Heerhugowaard,NH
Broekhoven,Bergeijk,NB
Broekhuizen,Horst aan de Maas,Limburg
Broekhuizen,Dalfsen,Overijssel
Broekhuizen,De Wolden,Drenthe
Broekhuizen,Meppel,Drenthe
Broekhuizenvorst,Horst aan de Maas,Limburg
Broekkant,Cranendonck,NB
Broekkant,Someren,NB
Broekland,Apeldoorn,GLD
Broekland,Raalte,Overijssel
Broeksittard,Sittard-Geleen,Limburg
Broeksterwoude,Dantumadiel,Frysland
Brommelen,Meerssen,Limburg
Brongerga,Heerenveen,Frysland
Bronkhorst,Bronckhorst,GLD
Bronneger,Borger-Odoorn,Drenthe
Bronnegerveen,Borger-Odoorn,Drenthe
Bronsbergen,Zutphen,GLD
Brouwershaven,Schouwen-Duiveland,Zeeland
Brouwershoek,Berkelland,GLD
Brouwhuis,Helmond,NB
Bruchem,Zaltbommel,GLD
Brucht,Hardenberg,Overijssel
Bruchterveld,Hardenberg,Overijssel
Bruggerhuizen,Heeze-Leende,NB
Bruinehaar,Twenterand,Overijssel
Bruinisse,Schouwen-Duiveland,Zeeland
Bruisterbosch,Margraten,Limburg
Brummen,Brummen,GLD
Brunnepe,Kampen,Overijssel
Brunssum,Brunssum,Limburg
Brunsting,Midden-Drenthe,Drenthe
Bruntinge,Midden-Drenthe,Drenthe
Buchten,Sittard-Geleen,Limburg
Budel,Cranendonck,NB
Budel-Dorplein,Cranendonck,NB
Budel-Schoot,Cranendonck,NB
Budschap,Nederweert,Limburg
Budschop,Nederweert,Limburg
Buggenum,Leudal,Limburg
Buiksloot,Amsterdam,NH
Buiksloterdijk,Amsterdam,NH
Buikstede,Grootegast,Groningen
Buikstede,Zuidhorn,Groningen
Buinen,Borger-Odoorn,Drenthe
Buinerveen,Borger-Odoorn,Drenthe
Buitenhuizen,De Wolden,Drenthe
Buitenkaag,Haarlemmermeer,NH
Buitenpost,Achtkarspelen,Frysland
Buitenstverlaat,Smallingerland,Frysland
Buitenveldert,Amsterdam,NH
Bulkenaar,Roosendaal,NB
Bunde,Meerssen,Limburg
Bunne,Tynaarlo,Drenthe
Bunnerveen,Tynaarlo,Drenthe
Bunnik,Bunnik,Utrecht
Bunschoten,Bunschoten,Utrecht
Bunschoten-Spakenburg,Bunschoten,Utrecht
Buren,Ameland,Frysland
Buren,Buren,GLD
Burgemeester Beinsdorp,Vlagtwedde,Groningen
Burgerbrug,Zijpe,NH
Burgerveen,Haarlemmermeer,NH
Burgervlotbrug,Zijpe,NH
Burgh,Schouwen-Duiveland,Zeeland
Burgh-Haamstede,Schouwen-Duiveland,Zeeland
Burghsluis,Schouwen-Duiveland,Zeeland
Burgum,Tytsjerksteradiel,Frysland
Burgwerd,Wñnseradiel,Frysland
Burum,Kollumerland en Nieuwkruisland,Frysland
Bus en Dam,Zaanstad,NH
Busch en Dam,Uitgeest,NH
Busselte,Westerveld,Drenthe
Bussloo,Voorst,GLD
Bussum,Bussum,NH
Butterhuizen,Heerhugowaard,NH
Buttinga,Ooststellingwerf,Frysland
Buttinge,Veere,Zeeland
Buurmalsen,Geldermalsen,GLD
Buurse,Haaksbergen,Overijssel
Cabauw,Lopik,Utrecht
Caberg,Maastricht,Limburg
Cadier en Keer,Margraten,Limburg
Cadoelen,Steenwijkerland,Overijssel
Cadzand,Sluis,Zeeland
Calfven,Woensdrecht,NB
Californie,Horst aan de Maas,Limburg
Callantsoog,Zijpe,NH
Callishoek,Alphen-Chaam,NB
Camerig,Vaals,Limburg
Camperduin,Bergen,NH
Capelle,Waalwijk,NB
Capelle aan den IJssel,Capelle aan den IJssel,ZH
Capelle Duiveland,Schouwen-Duiveland,Zeeland
Carel Coenraadpolder,Reiderland,Groningen
Carnisse,Barendrecht,ZH
Cartils,Gulpen-Wittem,Limburg
CastelrÇ,Baarle-Nassau,NB
Castenray,Venray,Limburg
Casteren,Bladel,NB
Castricum,Castricum,NH
Castricum aan Zee,Castricum,NH
Catrijp,Bergen,NH
Catsop,Stein,Limburg
Cazen,Meerssen,Limburg
Cellemuiden,Zwartewaterland,Overijssel
Ceresdorp,Stadskanaal,Groningen
Chaam,Alphen-Chaam,NB
Chaamdijk,Alphen-Chaam,NB
Charlois,Rotterdam,ZH
Chävremont,Kerkrade,Limburg
Cillaarshoek,Binnenmaas,ZH
